# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleBridge.facet.initialization.ms,1772701718628000000,1772701778639000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1772701718628000000,1772701778639000000,0
jps.global.get.libraries.ms,1772701718628000000,1772701778639000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772701718628000000,1772701778639000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772701718628000000,1772701778639000000,0
jps.load.project.to.empty.storage.ms,1772701718628000000,1772701778639000000,0
jps.artifact.entities.serializer.load.entities.ms,1772701718628000000,1772701778639000000,0
jps.global.handle.changed.events.ms,1772701718628000000,1772701778639000000,0
jps.apply.loaded.storage.ms,1772701718628000000,1772701778639000000,0
jps.save.global.entities.ms,1772701718628000000,1772701778639000000,0
jps.global.get.library.by.name.ms,1772701718628000000,1772701778639000000,0
workspaceModel.do.save.caches.ms,1772701718628000000,1772701778639000000,0
jps.save.changed.project.entities.ms,1772701718628000000,1772701778639000000,0
workspaceModel.orphan.listener.update.ms,1772701718628000000,1772701778639000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1772701718628000000,1772701778639000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772701718628000000,1772701778639000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772701718628000000,1772701778639000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772701718628000000,1772701778639000000,0
jps.facet.change.listener.process.change.events.ms,1772701718628000000,1772701778639000000,0
workspaceModel.load.cache.from.file.ms,1772701718628000000,1772701778639000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1772701718628000000,1772701778639000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772701718628000000,1772701778639000000,0
workspaceModel.global.apply.state.to.project.ms,1772701718628000000,1772701778639000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772701718628000000,1772701778639000000,0
jps.reload.project.entities.ms,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValue.from.cache.count,1772701718628000000,1772701778639000000,14
workspaceModel.loading.total.ms,1772701718628000000,1772701778639000000,0
workspaceModel.collect.changes.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.instances.count,1772701718628000000,1772701778639000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValue.total.get.count,1772701718628000000,1772701778639000000,14
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1772701718628000000,1772701778639000000,0
workspaceModel.to.snapshot.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1772701718628000000,1772701778639000000,0
workspaceModel.full.replace.project.model.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1772701718628000000,1772701778639000000,0
workspaceModel.pre.handlers.ms,1772701718628000000,1772701778639000000,0
workspaceModel.on.before.changed.ms,1772701718628000000,1772701778639000000,0
workspaceModel.init.bridges.ms,1772701718628000000,1772701778639000000,0
workspaceModel.replace.project.model.ms,1772701718628000000,1772701778639000000,0
workspaceModel.updates.precise.ms,1772701718628000000,1772701778639000000,0
workspaceModel.updates.count,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValue.calculated.count,1772701718628000000,1772701778639000000,0
workspaceModel.initializing.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1772701718628000000,1772701778639000000,0
workspaceModel.on.changed.ms,1772701718628000000,1772701778639000000,0
workspaceModel.check.recursive.update.ms,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValueWithParameters.clear.count,1772701718628000000,1772701778639000000,0
workspaceModel.update.unloaded.entities.ms,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.init.ms,1772701718628000000,1772701778639000000,0
workspaceModel.updates.ms,1772701718628000000,1772701778639000000,0
workspaceModel.cachedValue.clear.count,1772701718628000000,1772701778639000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1772701718628000000,1772701778639000000,0
workspaceModel.loading.from.cache.ms,1772701718628000000,1772701778639000000,0
cacheStateStorage.set.duration,1772701718628000000,1772701778639000000,0
cacheStateStorage.get.duration,1772701718628000000,1772701778639000000,28
cacheStateStorage.set.counter,1772701718628000000,1772701778639000000,0
cacheStateStorage.get.counter,1772701718628000000,1772701778639000000,3
LowMemory.gcLoad,1772701718628000000,1772701778639000000,0.011347913255876325
DiskQueryRelay.tasksRequested,1772701718628000000,1772701778639000000,14
LowMemory.gcOverloaded,1772701718628000000,1772701778639000000,0
writeAction.count,1772701718628000000,1772701778639000000,3
writeAction.median.wait.ms,1772701718628000000,1772701778639000000,1000
writeAction.max.wait.ms,1772701718628000000,1772701778639000000,830
DiskQueryRelay.tasksExecuted,1772701718628000000,1772701778639000000,14
DiskQueryRelay.taskExecutionTotalTimeUs,1772701718628000000,1772701778639000000,36142
writeAction.wait.ms,1772701718628000000,1772701778639000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1772701718628000000,1772701778639000000,36226
Indexing.writer_1.totalTimeSpentWritingMs,1772701718628000000,1772701778639000000,6623
Indexing.writer_3.totalTimeSpentWritingMs,1772701718628000000,1772701778639000000,0
Indexing.totalTimeIndexersSleptMs,1772701718628000000,1772701778639000000,0
Indexing.writesQueuedMax,1772701718628000000,1772701778639000000,4
Indexing.writer_0.totalTimeSpentWritingMs,1772701718628000000,1772701778639000000,6266
Indexing.writer_2.totalTimeSpentWritingMs,1772701718628000000,1772701778639000000,1
Indexing.cache.totalCacheEvicted,1772701718628000000,1772701778639000000,39929
Indexing.cache.totalCacheMisses,1772701718628000000,1772701778639000000,15486
Indexing.cache.totalCacheAccesses,1772701718628000000,1772701778639000000,17153
Indexing.writesQueuedMin,1772701718628000000,1772701778639000000,0
Indexing.writesQueuedAvg,1772701718628000000,1772701778639000000,0.061855670103092786
NonBlockingReadAction.failedExecutionsCount,1772701718628000000,1772701778639000000,0
FlushQueue.queueSize90P,1772701718628000000,1772701778639000000,1
WriteAction.executionsCount,1772701718628000000,1772701778639000000,3
ReadAction.executionsCount,1772701718628000000,1772701778639000000,301
NonBlockingReadAction.finalizedExecutionTimeUs,1772701718628000000,1772701778639000000,16943
FlushQueue.queueSizeAvg,1772701718628000000,1772701778639000000,0.39520958083832336
FlushQueue.waitingTimeMaxNs,1772701718628000000,1772701778639000000,2046820351
AWTEventQueue.dispatchTimeMaxNs,1772701718628000000,1772701778639000000,2055208959
FlushQueue.waitingTime90PNs,1772701718628000000,1772701778639000000,78643199
AWTEventQueue.dispatchTime90PNs,1772701718628000000,1772701778639000000,2490367
NonBlockingReadAction.failedExecutionTimeUs,1772701718628000000,1772701778639000000,0
AWTEventQueue.eventsDispatched,1772701718628000000,1772701778639000000,387
FlushQueue.executionTime90PNs,1772701718628000000,1772701778639000000,360447
FlushQueue.executionTimeAvgNs,1772701718628000000,1772701778639000000,336556.0718562874
FlushQueue.queueSizeMax,1772701718628000000,1772701778639000000,7
NonBlockingReadAction.finalizedExecutionsCount,1772701718628000000,1772701778639000000,2
FlushQueue.executionTimeMaxNs,1772701718628000000,1772701778639000000,25427967
AWTEventQueue.dispatchTimeTotalNS,1772701718628000000,1772701778639000000,4922911677
FlushQueue.waitingTimeAvgNs,1772701718628000000,1772701778639000000,1.0873457226347305E8
FlushQueue.tasksExecuted,1772701718628000000,1772701778639000000,167
AWTEventQueue.dispatchTimeAvgNs,1772701718628000000,1772701778639000000,1.2715006056847544E7
FileNameCache.totalMisses,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsReadDecompressed,1772701778639000000,1772701838627000000,0
VFS.invertedFileNameIndex.requests,1772701778639000000,1772701838627000000,0
VFS.fileByIdCache.misses,1772701778639000000,1772701838627000000,0
VFS.fileByIdCache.hits,1772701778639000000,1772701838627000000,0
VFS.cache.filesCreated,1772701778639000000,1772701838627000000,0
VFS.rootsCount,1772701778639000000,1772701838627000000,5.0
VFS.cache.directoriesCreated,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsStoredSize,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsStored,1772701778639000000,1772701838627000000,0
VFS.cache.segments,1772701778639000000,1772701838627000000,1.0
VFS.folderCaseSensitivityReads,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsRead,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsReadSize,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsUncompressedSize,1772701778639000000,1772701838627000000,0
FileNameCache.queries,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsStoredCompressed,1772701778639000000,1772701838627000000,0
VFS.contentStorage.recordsDeduplicated,1772701778639000000,1772701838627000000,0
VFS.cache.segmentsCreated,1772701778639000000,1772701838627000000,0
VFS.fileChildByName,1772701778639000000,1772701838627000000,0
JVM.totalDirectByteBuffersBytes,1772701778639000000,1772701838627000000,53386958
MEM.ramMinusFileMappingsBytes,1772701778639000000,1772701838627000000,148062208
JVM.totalSafepointCount,1772701778639000000,1772701838627000000,50
JVM.newThreadsCount,1772701778639000000,1772701838627000000,0
JVM.totalTimeAtSafepointsMs,1772701778639000000,1772701838627000000,25
MEM.ramPlusSwapMinusFileMappingsBytes,1772701778639000000,1772701838627000000,1717081296
MEM.fileMappingsRamBytes,1772701778639000000,1772701838627000000,571588608
JVM.totalCpuTimeMs,1772701778639000000,1772701838627000000,1617
MEM.ramBytes,1772701778639000000,1772701838627000000,719650816
OS.loadAverage,1772701778639000000,1772701838627000000,574.6552734375
JVM.maxThreadCount,1772701778639000000,1772701838627000000,147
JVM.totalTimeToSafepointsMs,1772701778639000000,1772701838627000000,1045
JVM.maxHeapBytes,1772701778639000000,1772701838627000000,2147483648
JVM.committedHeapBytes,1772701778639000000,1772701838627000000,1141899264
JVM.usedNativeBytes,1772701778639000000,1772701838627000000,290171896
JVM.usedHeapBytes,1772701778639000000,1772701838627000000,635093440
JVM.threadCount,1772701778639000000,1772701838627000000,79
JVM.GC.collectionTimesMs,1772701778639000000,1772701838627000000,13
JVM.GC.collections,1772701778639000000,1772701838627000000,1
JVM.totalBytesAllocated,1772701778639000000,1772701838627000000,203718560
FilePageCache.totalPageDisposalsUs,1772701778639000000,1772701838627000000,0
MappedFileStorage.totalPagesMapped,1772701778639000000,1772701838627000000,13
FilePageCache.pageLoads,1772701778639000000,1772701838627000000,0
FilePageCache.pageFastCacheHits,1772701778639000000,1772701838627000000,0
FilePageCache.totalPageLoadsUs,1772701778639000000,1772701838627000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1772701778639000000,1772701838627000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1772701778639000000,1772701838627000000,597742
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1772701778639000000,1772701838627000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1772701778639000000,1772701838627000000,0
FilePageCache.pageHits,1772701778639000000,1772701838627000000,0
FilePageCache.maxRegisteredFiles,1772701778639000000,1772701838627000000,533
StreamlinedBlobStorage.recordsRelocated,1772701778639000000,1772701838627000000,0
StorageLockContext.competingThreads.90P,1772701778639000000,1772701838627000000,0
StorageLockContext.competingThreads.max,1772701778639000000,1772701838627000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1772701778639000000,1772701838627000000,0
DirectByteBufferAllocator.reclaimed,1772701778639000000,1772701838627000000,0
FilePageCache.maxCacheSizeInBytes,1772701778639000000,1772701838627000000,228605952
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772701778639000000,1772701838627000000,38797312
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1772701778639000000,1772701838627000000,41959424
MappedFileStorage.storages,1772701778639000000,1772701838627000000,13
FilePageCache.capacityInBytes,1772701778639000000,1772701838627000000,629145600
DirectByteBufferAllocator.disposed,1772701778639000000,1772701838627000000,0
FilePageCache.disposedBuffers,1772701778639000000,1772701838627000000,0
DirectByteBufferAllocator.misses,1772701778639000000,1772701838627000000,0
FilePageCache.uncachedFileAccess,1772701778639000000,1772701838627000000,0
StreamlinedBlobStorage.recordsAllocated,1772701778639000000,1772701838627000000,0
DirectByteBufferAllocator.hits,1772701778639000000,1772701838627000000,0
StorageLockContext.competingThreads.avg,1772701778639000000,1772701838627000000,0.0
MappedFileStorage.totalBytesMapped,1772701778639000000,1772701838627000000,190054400
StreamlinedBlobStorage.recordsDeleted,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1772701778639000000,1772701838627000000,0
jps.global.handle.before.change.events.ms,1772701778639000000,1772701838627000000,0
jps.library.entities.serializer.load.entities.ms,1772701778639000000,1772701838627000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleBridge.before.changed.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772701778639000000,1772701838627000000,0
workspaceModel.save.cache.to.file.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772701778639000000,1772701838627000000,0
jps.global.get.library.ms,1772701778639000000,1772701838627000000,0
workspaceModel.load.cache.metadata.from.file.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772701778639000000,1772701838627000000,0
jps.app.storage.content.writer.save.component.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772701778639000000,1772701838627000000,0
workspaceModel.global.updates.ms,1772701778639000000,1772701838627000000,0
jps.app.storage.content.reader.load.component.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772701778639000000,1772701838627000000,0
jps.facet.change.listener.before.change.events.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772701778639000000,1772701838627000000,0
jps.global.initialize.library.bridges.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772701778639000000,1772701838627000000,0
jps.library.entities.serializer.save.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.global.updates.count,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.instances.count,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleBridge.update.option.ms,1772701778639000000,1772701838627000000,0
jps.project.serializers.save.ms,1772701778639000000,1772701838627000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772701778639000000,1772701838627000000,0
jps.storage.jps.conf.reader.load.component.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1772701778639000000,1772701838627000000,0
jps.artifact.entities.serializer.save.entities.ms,1772701778639000000,1772701838627000000,0
jps.project.serializers.load.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772701778639000000,1772701838627000000,0
jps.facet.change.listener.init.bridge.ms,1772701778639000000,1772701838627000000,0
workspaceModel.sync.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772701778639000000,1772701838627000000,0
jps.load.initial.state.ms,1772701778639000000,1772701838627000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772701778639000000,1772701838627000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1772701778639000000,1772701838627000000,0
jps.global.get.libraries.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772701778639000000,1772701838627000000,0
jps.load.project.to.empty.storage.ms,1772701778639000000,1772701838627000000,0
jps.artifact.entities.serializer.load.entities.ms,1772701778639000000,1772701838627000000,0
jps.global.handle.changed.events.ms,1772701778639000000,1772701838627000000,0
jps.apply.loaded.storage.ms,1772701778639000000,1772701838627000000,0
jps.save.global.entities.ms,1772701778639000000,1772701838627000000,0
jps.global.get.library.by.name.ms,1772701778639000000,1772701838627000000,0
workspaceModel.do.save.caches.ms,1772701778639000000,1772701838627000000,0
jps.save.changed.project.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.orphan.listener.update.ms,1772701778639000000,1772701838627000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1772701778639000000,1772701838627000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772701778639000000,1772701838627000000,0
jps.facet.change.listener.process.change.events.ms,1772701778639000000,1772701838627000000,0
workspaceModel.load.cache.from.file.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1772701778639000000,1772701838627000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772701778639000000,1772701838627000000,0
workspaceModel.global.apply.state.to.project.ms,1772701778639000000,1772701838627000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772701778639000000,1772701838627000000,0
jps.reload.project.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValue.from.cache.count,1772701778639000000,1772701838627000000,0
workspaceModel.loading.total.ms,1772701778639000000,1772701838627000000,0
workspaceModel.collect.changes.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.instances.count,1772701778639000000,1772701838627000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValue.total.get.count,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.to.snapshot.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1772701778639000000,1772701838627000000,0
workspaceModel.full.replace.project.model.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1772701778639000000,1772701838627000000,0
workspaceModel.pre.handlers.ms,1772701778639000000,1772701838627000000,0
workspaceModel.on.before.changed.ms,1772701778639000000,1772701838627000000,0
workspaceModel.init.bridges.ms,1772701778639000000,1772701838627000000,0
workspaceModel.replace.project.model.ms,1772701778639000000,1772701838627000000,0
workspaceModel.updates.precise.ms,1772701778639000000,1772701838627000000,0
workspaceModel.updates.count,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValue.calculated.count,1772701778639000000,1772701838627000000,0
workspaceModel.initializing.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1772701778639000000,1772701838627000000,0
workspaceModel.on.changed.ms,1772701778639000000,1772701838627000000,0
workspaceModel.check.recursive.update.ms,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValueWithParameters.clear.count,1772701778639000000,1772701838627000000,0
workspaceModel.update.unloaded.entities.ms,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.init.ms,1772701778639000000,1772701838627000000,0
workspaceModel.updates.ms,1772701778639000000,1772701838627000000,0
workspaceModel.cachedValue.clear.count,1772701778639000000,1772701838627000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1772701778639000000,1772701838627000000,0
workspaceModel.loading.from.cache.ms,1772701778639000000,1772701838627000000,0
cacheStateStorage.set.duration,1772701778639000000,1772701838627000000,0
cacheStateStorage.get.duration,1772701778639000000,1772701838627000000,0
cacheStateStorage.set.counter,1772701778639000000,1772701838627000000,0
cacheStateStorage.get.counter,1772701778639000000,1772701838627000000,0
LowMemory.gcLoad,1772701778639000000,1772701838627000000,0.005824077044392251
DiskQueryRelay.tasksRequested,1772701778639000000,1772701838627000000,0
LowMemory.gcOverloaded,1772701778639000000,1772701838627000000,0
writeAction.count,1772701778639000000,1772701838627000000,0
writeAction.median.wait.ms,1772701778639000000,1772701838627000000,1000
writeAction.max.wait.ms,1772701778639000000,1772701838627000000,830
DiskQueryRelay.tasksExecuted,1772701778639000000,1772701838627000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1772701778639000000,1772701838627000000,0
writeAction.wait.ms,1772701778639000000,1772701838627000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1772701778639000000,1772701838627000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1772701778639000000,1772701838627000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1772701778639000000,1772701838627000000,0
Indexing.totalTimeIndexersSleptMs,1772701778639000000,1772701838627000000,0
Indexing.writesQueuedMax,1772701778639000000,1772701838627000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1772701778639000000,1772701838627000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1772701778639000000,1772701838627000000,0
Indexing.cache.totalCacheEvicted,1772701778639000000,1772701838627000000,0
Indexing.cache.totalCacheMisses,1772701778639000000,1772701838627000000,0
Indexing.cache.totalCacheAccesses,1772701778639000000,1772701838627000000,0
Indexing.writesQueuedMin,1772701778639000000,1772701838627000000,0
Indexing.writesQueuedAvg,1772701778639000000,1772701838627000000,0.0
NonBlockingReadAction.failedExecutionsCount,1772701778639000000,1772701838627000000,0
FlushQueue.queueSize90P,1772701778639000000,1772701838627000000,0
WriteAction.executionsCount,1772701778639000000,1772701838627000000,0
ReadAction.executionsCount,1772701778639000000,1772701838627000000,4
NonBlockingReadAction.finalizedExecutionTimeUs,1772701778639000000,1772701838627000000,0
FlushQueue.queueSizeAvg,1772701778639000000,1772701838627000000,0.0
FlushQueue.waitingTimeMaxNs,1772701778639000000,1772701838627000000,2113535
AWTEventQueue.dispatchTimeMaxNs,1772701778639000000,1772701838627000000,634879
FlushQueue.waitingTime90PNs,1772701778639000000,1772701838627000000,323583
AWTEventQueue.dispatchTime90PNs,1772701778639000000,1772701838627000000,238591
NonBlockingReadAction.failedExecutionTimeUs,1772701778639000000,1772701838627000000,0
AWTEventQueue.eventsDispatched,1772701778639000000,1772701838627000000,144
FlushQueue.executionTime90PNs,1772701778639000000,1772701838627000000,142335
FlushQueue.executionTimeAvgNs,1772701778639000000,1772701838627000000,102201.31343283581
FlushQueue.queueSizeMax,1772701778639000000,1772701838627000000,0
NonBlockingReadAction.finalizedExecutionsCount,1772701778639000000,1772701838627000000,0
FlushQueue.executionTimeMaxNs,1772701778639000000,1772701838627000000,509951
AWTEventQueue.dispatchTimeTotalNS,1772701778639000000,1772701838627000000,16859039
FlushQueue.waitingTimeAvgNs,1772701778639000000,1772701838627000000,249443.3432835821
FlushQueue.tasksExecuted,1772701778639000000,1772701838627000000,67
AWTEventQueue.dispatchTimeAvgNs,1772701778639000000,1772701838627000000,117063.55555555556
VFS.invertedFileNameIndex.requests,1772701838627000000,1772701896998000000,1
VFS.fileByIdCache.misses,1772701838627000000,1772701896998000000,1
VFS.fileByIdCache.hits,1772701838627000000,1772701896998000000,3
VFS.rootsCount,1772701838627000000,1772701896998000000,0.0
VFS.folderCaseSensitivityReads,1772701838627000000,1772701896998000000,1
VFS.fileChildByName,1772701838627000000,1772701896998000000,1698
JVM.totalDirectByteBuffersBytes,1772701838627000000,1772701896998000000,55700816
MEM.ramMinusFileMappingsBytes,1772701838627000000,1772701896998000000,807157760
JVM.totalSafepointCount,1772701838627000000,1772701896998000000,63
JVM.newThreadsCount,1772701838627000000,1772701896998000000,97
JVM.totalTimeAtSafepointsMs,1772701838627000000,1772701896998000000,274
MEM.ramPlusSwapMinusFileMappingsBytes,1772701838627000000,1772701896998000000,1822823680
MEM.fileMappingsRamBytes,1772701838627000000,1772701896998000000,605814784
JVM.totalCpuTimeMs,1772701838627000000,1772701896998000000,8162
MEM.ramBytes,1772701838627000000,1772701896998000000,1413070848
OS.loadAverage,1772701838627000000,1772701896998000000,559.53369140625
JVM.maxThreadCount,1772701838627000000,1772701896998000000,147
JVM.totalTimeToSafepointsMs,1772701838627000000,1772701896998000000,1231
JVM.maxHeapBytes,1772701838627000000,1772701896998000000,2147483648
JVM.committedHeapBytes,1772701838627000000,1772701896998000000,1141899264
JVM.usedNativeBytes,1772701838627000000,1772701896998000000,320234800
JVM.usedHeapBytes,1772701838627000000,1772701896998000000,682728000
JVM.threadCount,1772701838627000000,1772701896998000000,86
JVM.GC.collectionTimesMs,1772701838627000000,1772701896998000000,254
JVM.GC.collections,1772701838627000000,1772701896998000000,2
JVM.totalBytesAllocated,1772701838627000000,1772701896998000000,369450720
FilePageCache.totalPageDisposalsUs,1772701838627000000,1772701896998000000,5
MappedFileStorage.totalPagesMapped,1772701838627000000,1772701896998000000,0
FilePageCache.pageLoads,1772701838627000000,1772701896998000000,2
FilePageCache.pageFastCacheHits,1772701838627000000,1772701896998000000,37
FilePageCache.totalPageLoadsUs,1772701838627000000,1772701896998000000,236
FileChannelInterruptsRetryer.totalRetriedAttempts,1772701838627000000,1772701896998000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1772701838627000000,1772701896998000000,597742
FilePageCache.pageHits,1772701838627000000,1772701896998000000,0
FilePageCache.maxRegisteredFiles,1772701838627000000,1772701896998000000,533
